Year,Round,Region Number,Region Name,Winning Seed,Winning Score,Winning Team,Losing Team,Losing Score,Losing Seed
2017,2,3,Midwest,1,90,Kansas,Michigan St,70,9
2017,2,3,Midwest,3,75,Oregon,Rhode Island,72,11
2017,2,3,Midwest,4,80,Purdue,Iowa St,76,5
2017,2,4,South,1,72,North Carolina,Arkansas,65,8
2017,2,4,South,2,65,Kentucky,Wichita St,62,10
2017,2,4,South,3,79,UCLA,Cincinnati,67,6
2017,2,4,South,4,74,Butler,Middle Tennessee St,65,12
2017,3,1,East,7,70,South Carolina,Baylor,50,3
2017,3,2,West,1,61,Gonzaga,West Virginia,58,4
2017,3,3,Midwest,1,98,Kansas,Purdue,66,4
2017,3,4,South,1,92,North Carolina,Butler,80,4
2017,3,4,South,2,86,Kentucky,UCLA,75,3
2017,4,2,West,1,83,Gonzaga,Xavier,59,11
2017,4,4,South,1,75,North Carolina,Kentucky,73,2
2018,1,1,South,2,68,Cincinnati,Georgia St,53,15
2018,1,1,South,3,73,Tennessee,Wright St,47,14
2018,1,1,South,5,78,Kentucky,Davidson,73,12
2018,1,1,South,7,87,Nevada,Texas,83,10
2018,1,2,West,1,102,Xavier,Texas Southern,83,16
2018,1,2,West,2,84,North Carolina,Lipscomb,66,15
2018,1,2,West,3,61,Michigan,Montana,47,14
2018,1,2,West,4,68,Gonzaga,UNC Greensboro,64,13
2018,1,2,West,5,81,Ohio St,South Dakota St,73,12
2018,1,2,West,6,67,Houston,San Diego St,65,11
2018,1,2,West,7,73,Texas A&M,Providence,69,10
2018,1,3,East,1,87,Villanova,Radford,61,16
2018,1,3,East,2,74,Purdue,Cal St Fullerton,48,15
2018,1,3,East,3,70,Texas Tech,Stephen F Austin,60,14
2018,1,3,East,5,85,West Virginia,Murray St,68,12
2018,1,3,East,6,77,Florida,St Bonaventure,62,11
2018,1,4,Midwest,1,76,Kansas,Pennsylvania,60,16
2018,1,4,Midwest,2,89,Duke,Iona,67,15
2018,1,4,Midwest,3,82,Michigan St,Bucknell,78,14
2018,1,4,Midwest,4,62,Auburn,College of Charleston,58,13
2018,1,4,Midwest,5,79,Clemson,New Mexico St,68,12
2018,1,4,Midwest,7,83,Rhode Island,Oklahoma,78,10
2018,1,4,Midwest,8,94,Seton Hall,NC State,83,9
2018,2,2,West,3,64,Michigan,Houston,63,6
2018,2,2,West,4,90,Gonzaga,Ohio St,84,5
2018,2,3,East,1,81,Villanova,Alabama,58,9
2018,2,3,East,2,76,Purdue,Butler,73,10
2018,2,3,East,3,69,Texas Tech,Florida,66,6
2018,2,4,Midwest,1,83,Kansas,Seton Hall,79,8
2018,2,4,Midwest,2,87,Duke,Rhode Island,62,7
2018,3,1,South,9,61,Kansas St,Kentucky,58,5
2018,3,2,West,9,75,Florida St,Gonzaga,60,4
2018,3,3,East,1,90,Villanova,West Virginia,78,5
2018,3,4,Midwest,1,80,Kansas,Clemson,76,5
2018,3,4,Midwest,2,69,Duke,Syracuse,65,11
2018,4,3,East,1,71,Villanova,Texas Tech,59,3
2018,4,4,Midwest,1,85,Kansas,Duke,81,2
2018,5,2,Final Four,1,95,Villanova,Kansas,79,1
1985,1,1,West,12,65,Kentucky,Washington,58,5
1985,1,1,West,11,79,UTEP,Tulsa,75,6
1985,1,1,West,9,63,Arkansas,Iowa,54,8
1985,1,3,Midwest,11,55,Boston College,Texas Tech,53,6
1985,1,3,Midwest,9,58,Illinois St,USC,55,8
1985,1,4,Southeast,13,78,Navy,LSU,55,4
1985,1,4,Southeast,11,59,Auburn,Purdue,58,6
1985,2,1,West,7,63,Alabama,VCU,59,2
1985,2,1,West,12,64,Kentucky,UNLV,61,4
1985,2,3,Midwest,11,74,Boston College,Duke,73,3
1985,2,3,Midwest,5,79,Louisiana Tech,Ohio St,67,4
1985,2,4,Southeast,8,59,Villanova,Michigan,55,1
1985,2,4,Southeast,11,66,Auburn,Kansas,64,3
1985,2,4,Southeast,5,64,Maryland,Navy,59,13
1985,3,1,West,3,61,NC State,Alabama,55,7
1985,4,3,Midwest,2,63,Memphis,Oklahoma,61,1
1985,5,1,Final Four,1,77,Georgetown,St Johns,59,1
1985,5,2,Final Four,8,52,Villanova,Memphis,45,2
1985,6,1,Championship,8,66,Villanova,Georgetown,64,1
1986,1,1,Southeast,11,94,LSU,Purdue,87,6
1986,1,1,Southeast,10,71,Villanova,Virginia Tech,62,7
1986,1,3,East,14,83,Cleveland St,Indiana,79,3
1986,1,3,East,12,72,DePaul,Virginia,68,5
1986,1,4,Midwest,14,90,Arkansas Little Rock,Notre Dame,83,3
1986,1,4,Midwest,9,61,Temple,Jacksonville,50,8
1986,2,1,Southeast,11,83,LSU,Memphis,81,3
1986,2,1,Southeast,5,58,Alabama,Illinois,56,4
1986,2,2,West,8,81,Auburn,St Johns,65,1
1986,2,3,East,7,97,Navy,Syracuse,85,2
1986,2,3,East,12,74,DePaul,Oklahoma,69,4
1986,2,4,Midwest,7,72,Iowa St,Michigan,69,2
1986,2,4,Midwest,6,80,NC State,Arkansas Little Rock,66,14
1986,2,4,Midwest,5,80,Michigan St,Georgetown,68,4
1986,3,1,Southeast,11,70,LSU,Georgia Tech,64,2
1986,3,4,Midwest,6,70,NC State,Iowa St,66,7
1986,4,1,Southeast,11,59,LSU,Kentucky,57,1
1986,4,2,West,2,84,Louisville,Auburn,76,8
1986,5,1,Final Four,2,88,Louisville,LSU,77,11
1987,1,1,West,12,64,Wyoming,Virginia,60,5
1987,1,1,West,9,82,Kansas St,Georgia,79,8
1987,1,2,Midwest,13,70,Xavier,Missouri,69,4
1987,1,2,Midwest,10,85,LSU,Georgia Tech,79,7
1987,1,3,Southeast,14,68,Austin Peay,Illinois,67,3
1987,1,3,Southeast,13,65,Southwest Missouri St,Clemson,60,4
1987,1,3,Southeast,9,91,Ohio St,Kentucky,77,8
1987,1,4,East,10,64,Western Kentucky,West Virginia,62,7
1987,1,4,East,9,97,Michigan,Navy,82,8
1987,2,1,West,6,96,Oklahoma,Pittsburgh,93,3
1987,2,1,West,12,78,Wyoming,UCLA,68,4
1987,2,2,Midwest,10,72,LSU,Temple,62,2
1987,2,2,Midwest,5,65,Duke,Xavier,60,13
1987,2,3,Southeast,6,90,Providence,Austin Peay,87,14
1987,2,3,Southeast,5,67,Kansas,Southwest Missouri St,63,13
1987,2,4,East,6,85,Florida,Purdue,66,3
1987,2,4,East,5,58,Notre Dame,TCU,57,4
1987,3,3,Southeast,6,103,Providence,Alabama,82,2
1987,4,3,Southeast,6,88,Providence,Georgetown,73,1
1987,4,4,East,2,79,Syracuse,North Carolina,75,1
1987,5,1,Final Four,1,97,Indiana,UNLV,93,1
1987,5,2,Final Four,2,67,Syracuse,Providence,63,6
1988,1,1,Midwest,14,78,Murray St,NC State,75,3
1988,1,1,Midwest,9,75,Memphis,Baylor,60,8
1988,1,2,East,13,72,Richmond,Indiana,69,4
1988,1,2,East,11,87,Rhode Island,Missouri,80,6
1988,1,3,West,10,119,Loyola Marymount,Wyoming,115,7
1988,2,1,Midwest,7,80,Vanderbilt,Pittsburgh,74,2
1988,2,1,Midwest,6,61,Kansas,Murray St,58,14
1988,2,2,East,11,97,Rhode Island,Syracuse,94,3
1988,2,3,West,5,104,Iowa,UNLV,85,4
1988,2,4,Southeast,6,66,Villanova,Illinois,63,3
1988,2,4,Southeast,5,97,Louisville,BYU,76,4
1988,3,1,Midwest,4,73,Kansas St,Purdue,70,1
1988,3,1,Midwest,6,77,Kansas,Vanderbilt,64,7
1988,3,4,Southeast,6,80,Villanova,Kentucky,74,2
1988,4,1,Midwest,6,71,Kansas,Kansas St,58,4
1988,4,2,East,2,63,Duke,Temple,53,1
1988,5,2,Final Four,1,86,Oklahoma,Arizona,78,1
1989,1,1,Midwest,11,76,Texas,Georgia Tech,70,6
1989,1,1,Midwest,10,68,Colorado St,Florida,46,7
1989,1,1,Midwest,9,68,Ball St,Pittsburgh,64,8
1989,1,2,Southeast,13,97,Middle Tennessee St,Florida St,83,4
1989,1,2,Southeast,11,86,South Alabama,Alabama,84,6
1989,1,2,Southeast,9,83,Louisiana Tech,La Salle,74,8
1989,1,3,East,14,80,Siena,Stanford,78,3
1989,1,3,East,11,86,Minnesota,Kansas St,75,6
1989,1,3,East,9,81,Notre Dame,Vanderbilt,65,8
1989,1,4,West,12,66,DePaul,Memphis,63,5
1989,1,4,West,11,94,Evansville,Oregon St,90,6
1989,1,4,West,9,80,Clemson,St Marys,70,8
1989,2,2,Southeast,5,104,Virginia,Middle Tennessee St,88,13
1989,2,3,East,11,80,Minnesota,Siena,67,14
1989,2,3,East,5,102,NC State,Iowa,96,4
1989,3,2,Southeast,5,86,Virginia,Oklahoma,80,1
1989,3,2,Southeast,3,92,Michigan,North Carolina,87,2
1989,3,4,West,4,68,UNLV,Arizona,67,1
1989,3,4,West,3,78,Seton Hall,Indiana,65,2
1989,4,2,Southeast,3,102,Michigan,Virginia,65,5
1989,4,3,East,2,85,Duke,Georgetown,77,1
1989,4,4,West,3,84,Seton Hall,UNLV,61,4
1989,5,1,Final Four,3,83,Michigan,Illinois,81,1
1989,5,2,Final Four,3,95,Seton Hall,Duke,78,2
1990,1,1,Southeast,14,74,Northern Iowa,Missouri,71,3
1990,1,1,Southeast,9,70,Santa Barbara,Houston,66,8
1990,1,2,West,12,54,Ball St,Oregon St,53,5
1990,1,2,West,11,111,Loyola Marymount,New Mexico St,92,6
1990,1,3,East,9,65,California,Indiana,63,8
1990,1,4,Midwest,12,88,Dayton,Illinois,86,5
1990,1,4,Midwest,10,100,Texas,Georgia,88,7
1990,2,1,Southeast,6,81,Minnesota,Northern Iowa,78,14
1990,2,2,West,7,77,Alabama,Arizona,55,2
1990,2,2,West,11,149,Loyola Marymount,Michigan,115,3
1990,2,2,West,12,62,Ball St,Louisville,60,4
1990,2,3,East,7,71,UCLA,Kansas,70,2
1990,2,3,East,5,79,Clemson,La Salle,75,4
1990,2,4,Midwest,8,79,North Carolina,Oklahoma,77,1
1990,2,4,Midwest,10,73,Texas,Purdue,72,2
1990,2,4,Midwest,6,74,Xavier,Georgetown,71,3
1990,3,1,Southeast,4,81,Georgia Tech,Michigan St,80,1
1990,3,1,Southeast,6,82,Minnesota,Syracuse,75,2
1990,3,2,West,11,62,Loyola Marymount,Alabama,60,7
1990,3,3,East,3,90,Duke,UCLA,81,7
1990,3,4,Midwest,4,96,Arkansas,North Carolina,73,8
1990,4,3,East,3,79,Duke,Connecticut,78,1
1990,5,1,Final Four,1,90,UNLV,Georgia Tech,81,4
1991,1,1,West,11,64,Creighton,New Mexico St,56,6
1991,1,1,West,10,61,BYU,Virginia,48,7
1991,1,2,Midwest,14,89,Xavier,Nebraska,84,3
1991,1,2,Midwest,11,79,Connecticut,LSU,62,6
1991,1,3,East,15,73,Richmond,Syracuse,69,2
1991,1,3,East,13,74,Penn St,UCLA,69,4
1991,1,3,East,12,76,Eastern Michigan,Mississippi St,56,5
1991,1,3,East,10,80,Temple,Purdue,63,7
1991,1,3,East,9,50,Villanova,Princeton,48,8
1991,2,2,Midwest,11,66,Connecticut,Xavier,50,14
1991,2,3,East,10,77,Temple,Richmond,64,15
1991,2,3,East,12,71,Eastern Michigan,Penn St,68,13
1991,3,1,West,3,81,Seton Hall,Arizona,77,2
1991,3,2,Midwest,4,91,St Johns,Ohio St,74,1
1991,3,4,Southeast,3,83,Kansas,Indiana,65,2
1991,4,2,Midwest,2,78,Duke,St Johns,61,4
1991,4,4,Southeast,3,93,Kansas,Arkansas,81,1
1991,5,1,Final Four,2,79,Duke,UNLV,77,1
1991,5,2,Final Four,3,79,Kansas,North Carolina,73,1
1992,1,1,Midwest,9,55,UTEP,Evansville,50,8
1992,1,2,Southeast,14,87,East Tennessee St,Arizona,80,3
1992,1,2,Southeast,10,61,Tulane,St Johns,57,7
1992,1,2,Southeast,9,86,Connecticut,Nebraska,65,8
1992,1,3,East,10,76,Iowa St,Charlotte,74,7
1992,1,3,East,9,98,Iowa,Texas,92,8
1992,1,4,West,13,87,Louisiana Lafayette,Oklahoma,83,4
1992,1,4,West,12,81,New Mexico St,DePaul,73,5
1992,2,1,Midwest,9,66,UTEP,Kansas,60,1
1992,2,1,Midwest,7,79,Georgia Tech,USC,78,2
1992,2,1,Midwest,6,82,Memphis,Arkansas,80,3
1992,2,2,Southeast,6,102,Michigan,East Tennessee St,90,14
1992,2,4,West,12,81,New Mexico St,Louisiana Lafayette,73,13
1992,3,1,Midwest,4,69,Cincinnati,UTEP,67,9
1992,3,1,Midwest,6,83,Memphis,Georgia Tech,79,7
1992,3,2,Southeast,6,75,Michigan,Oklahoma St,72,2
1992,4,2,Southeast,6,75,Michigan,Ohio St,71,1
1992,4,4,West,2,106,Indiana,UCLA,79,1
1992,5,1,Final Four,6,76,Michigan,Cincinnati,72,4
1992,6,1,Championship,1,71,Duke,Michigan,51,6
1993,1,1,Southeast,11,55,Tulane,Kansas St,53,6
1993,1,2,West,15,64,Santa Clara,Arizona,61,2
1993,1,2,West,13,93,Southern,Georgia Tech,78,4
1993,1,2,West,12,82,George Washington,New Mexico,68,5
1993,1,2,West,9,81,UCLA,Iowa St,70,8
1993,1,4,Midwest,9,73,Xavier,New Orleans,55,8
1993,2,1,Southeast,7,72,Western Kentucky,Seton Hall,68,2
1993,2,1,Southeast,5,84,Wake Forest,Iowa,78,4
1993,2,2,West,7,68,Temple,Santa Clara,57,15
1993,2,2,West,12,90,George Washington,Southern,80,13
1993,2,3,East,6,71,Virginia,Massachusetts,56,3
1993,2,4,Midwest,6,82,California,Duke,77,3
1993,3,1,Southeast,3,81,Florida St,Western Kentucky,78,7
1993,4,4,Midwest,2,83,Kansas,Indiana,77,1
1993,5,1,Final Four,1,81,Michigan,Kentucky,78,1
1993,6,1,Championship,1,77,North Carolina,Michigan,71,1
1994,1,1,West,12,61,Wisconsin Green Bay,California,57,5
1994,1,1,West,9,80,Wisconsin,Cincinnati,72,8
1994,1,2,Midwest,12,112,Tulsa,UCLA,102,5
1994,1,2,Midwest,10,74,Maryland,St Louis,66,7
1994,1,2,Midwest,9,84,Georgetown,Illinois,77,8
1994,1,3,East,11,90,Pennsylvania,Nebraska,80,6
1994,1,3,East,10,51,George Washington,UAB,46,7
1994,1,3,East,9,67,Boston College,Washington St,64,8
1994,1,4,Southeast,9,76,Alabama,Providence,70,8
1994,2,2,Midwest,10,95,Maryland,Massachusetts,87,2
1994,2,2,Midwest,12,82,Tulsa,Oklahoma St,80,4
1994,2,3,East,9,75,Boston College,North Carolina,72,1
1994,2,3,East,5,67,Indiana,Temple,58,4
1994,2,4,Southeast,6,75,Marquette,Kentucky,63,3
1994,3,2,Midwest,3,78,Michigan,Maryland,71,10
1994,3,3,East,3,69,Florida,Connecticut,60,2
1994,4,1,West,2,82,Arizona,Missouri,72,1
1994,4,3,East,3,74,Florida,Boston College,65,9
1994,4,4,Southeast,2,69,Duke,Purdue,60,1
1994,5,1,Final Four,1,91,Arkansas,Arizona,82,2
1994,5,2,Final Four,2,70,Duke,Florida,65,3
1995,1,1,Midwest,12,71,Miami Ohio,Arizona,62,5
1995,1,2,Southeast,14,79,Weber St,Michigan St,72,3
1995,1,2,Southeast,13,77,Manhattan,Oklahoma,67,4
1995,1,2,Southeast,9,76,Tulane,BYU,70,8
1995,1,3,East,14,89,Old Dominion,Villanova,81,3
1995,1,3,East,10,70,Stanford,Charlotte,68,7
1995,1,3,East,9,64,St Louis,Minnesota,61,8
1995,1,4,West,11,90,Texas,Oregon,73,6
1995,2,1,Midwest,6,75,Memphis,Purdue,73,3
1995,2,2,Southeast,6,53,Georgetown,Weber St,51,14
1995,2,2,Southeast,5,64,Arizona St,Manhattan,54,13
1995,2,3,East,6,64,Tulsa,Old Dominion,52,14
1995,2,4,West,5,78,Mississippi St,Utah,64,4
1995,3,1,Midwest,4,67,Virginia,Kansas,58,1
1995,3,3,East,4,71,Oklahoma St,Wake Forest,66,1
1995,4,1,Midwest,2,68,Arkansas,Virginia,61,4
1995,4,2,Southeast,2,74,North Carolina,Kentucky,61,1
1995,5,2,Final Four,1,74,UCLA,Oklahoma St,61,4
1995,6,1,Championship,1,89,UCLA,Arkansas,78,2
1996,1,1,Southeast,13,43,Princeton,UCLA,41,4
1996,1,1,Southeast,11,64,Boston College,Indiana,51,6
1996,1,1,Southeast,9,75,Eastern Michigan,Duke,60,8
1996,1,2,West,12,75,Drexel,Memphis,63,5
1996,1,2,West,10,91,Santa Clara,Maryland,79,7
1996,1,3,East,12,86,Arkansas,Penn St,80,5
1996,1,3,East,9,66,Stanford,Bradley,58,8
1996,1,4,Midwest,10,80,Texas,Michigan,76,7
1996,1,4,Midwest,9,61,Virginia Tech,Wisconsin Green Bay,48,8
1996,2,1,Southeast,5,63,Mississippi St,Princeton,41,13
1996,2,2,West,8,76,Georgia,Purdue,69,1
1996,2,3,East,12,65,Arkansas,Marquette,56,4
1996,2,4,Midwest,6,68,Louisville,Villanova,64,3
1996,3,1,Southeast,5,60,Mississippi St,Connecticut,55,1
1996,3,2,West,4,83,Syracuse,Georgia,81,8
1996,5,1,Final Four,4,77,Syracuse,Mississippi St,69,5
1996,5,2,Final Four,1,81,Kentucky,Massachusetts,74,1
1996,6,1,Championship,1,76,Kentucky,Syracuse,67,4
1997,1,2,Midwest,9,62,Temple,Ole Miss,40,8
1997,1,3,East,15,78,Coppin St,South Carolina,65,2
1997,1,3,East,10,71,Texas,Wisconsin,58,7
1997,1,3,East,9,80,Colorado,Indiana,62,8
1997,1,4,Southeast,14,73,Chattanooga,Georgia,70,3
1997,1,4,Southeast,12,75,College of Charleston,Maryland,66,5
1997,1,4,Southeast,10,81,Providence,Marquette,59,7
1997,2,1,West,6,72,Stanford,Wake Forest,66,3
1997,2,2,Midwest,6,67,Iowa St,Cincinnati,66,3
1997,2,3,East,10,82,Texas,Coppin St,81,15
1997,2,3,East,6,64,Louisville,New Mexico,63,3
1997,2,3,East,5,75,California,Villanova,68,4
1997,2,4,Southeast,10,98,Providence,Duke,87,2
1997,3,3,East,6,78,Louisville,Texas,63,10
1997,3,4,Southeast,4,85,Arizona,Kansas,82,1
1997,5,2,Final Four,4,66,Arizona,North Carolina,58,1
1997,6,1,Championship,4,84,Arizona,Kentucky,79,1
1998,1,1,East,14,62,Richmond,South Carolina,61,3
1998,1,1,East,11,69,Washington,Xavier,68,6
1998,1,2,West,10,82,West Virginia,Temple,52,7
1998,1,2,West,9,82,Illinois St,Tennessee,81,8
1998,1,3,Midwest,13,70,Valparaiso,Ole Miss,69,4
1998,1,3,Midwest,12,96,Florida St,TCU,87,5
1998,1,3,Midwest,11,75,Western Michigan,Clemson,72,6
1998,1,3,Midwest,10,66,Detroit,St Johns,64,7
1998,1,4,South,10,51,St Louis,Massachusetts,46,7
1998,2,1,East,11,87,Washington,Richmond,66,14
1998,2,2,West,10,75,West Virginia,Cincinnati,74,2
1998,2,3,Midwest,8,80,Rhode Island,Kansas,75,1
1998,2,4,South,6,85,UCLA,Michigan,82,3
1998,2,4,South,5,56,Syracuse,New Mexico,46,4
1998,3,2,West,3,65,Utah,West Virginia,62,10
1998,3,3,Midwest,3,67,Stanford,Purdue,59,2
1998,4,2,West,3,76,Utah,Arizona,51,1
1998,4,3,Midwest,3,79,Stanford,Rhode Island,77,8
1998,4,4,South,2,86,Kentucky,Duke,84,1
1998,5,1,Final Four,3,65,Utah,North Carolina,59,1
1998,5,2,Final Four,2,86,Kentucky,Stanford,85,3
1998,6,1,Championship,2,78,Kentucky,Utah,69,3
1999,1,1,East,12,43,Southwest Missouri St,Wisconsin,32,5
1999,1,1,East,10,58,Purdue,Texas,54,7
1999,1,1,East,9,62,Tulsa,College of Charleston,53,8
1999,1,2,Midwest,13,61,Oklahoma,Arizona,60,4
1999,1,2,Midwest,10,59,Miami Ohio,Washington,58,7
1999,1,2,Midwest,9,72,Ole Miss,Villanova,70,8
1999,1,3,South,12,56,Detroit,UCLA,53,5
1999,1,3,South,10,62,Creighton,Louisville,58,7
1999,1,3,South,9,69,Oklahoma St,Syracuse,61,8
1999,1,4,West,14,76,Weber St,North Carolina,74,3
1999,1,4,West,10,75,Gonzaga,Minnesota,63,7
1999,1,4,West,9,61,New Mexico,Missouri,59,8
1999,2,1,East,10,73,Purdue,Miami,63,2
1999,2,1,East,6,64,Temple,Cincinnati,54,3
1999,2,1,East,12,81,Southwest Missouri St,Tennessee,51,4
1999,2,2,Midwest,10,66,Miami Ohio,Utah,58,2
1999,2,4,West,10,82,Gonzaga,Stanford,74,2
1999,2,4,West,6,82,Florida,Weber St,74,14
1999,2,4,West,5,82,Iowa,Arkansas,72,4
1999,3,1,East,6,77,Temple,Purdue,55,10
1999,3,2,Midwest,3,58,Kentucky,Miami Ohio,43,10
1999,3,3,South,4,72,Ohio St,Auburn,64,1
1999,3,3,South,3,76,St Johns,Maryland,62,2
1999,5,2,Final Four,1,64,Connecticut,Ohio St,58,4
1999,6,1,Championship,1,77,Connecticut,Duke,74,1
2000,1,1,West,10,77,Gonzaga,Louisville,66,7
2000,1,3,East,11,77,Pepperdine,Indiana,57,6
2000,1,3,East,10,72,Seton Hall,Oregon,71,7
2000,2,1,West,8,66,Wisconsin,Arizona,58,1
2000,2,1,West,10,82,Gonzaga,St Johns,76,2
2000,2,1,West,6,66,Purdue,Oklahoma,62,3
2000,2,2,Midwest,6,105,UCLA,Maryland,62,3
2000,2,3,East,10,67,Seton Hall,Temple,65,2
2000,2,3,East,5,93,Florida,Illinois,73,4
2000,2,4,South,8,60,North Carolina,Stanford,53,1
2000,2,4,South,7,69,Tulsa,Cincinnati,61,2
2000,2,4,South,6,75,Miami,Ohio St,62,3
2000,3,1,West,6,75,Purdue,Gonzaga,66,10
2000,3,3,East,5,87,Florida,Duke,78,1
2000,3,3,East,3,68,Oklahoma St,Seton Hall,66,10
2000,5,1,Final Four,1,53,Michigan St,Wisconsin,41,8
2001,1,1,Midwest,10,79,Butler,Wake Forest,63,7
2001,1,1,Midwest,9,70,Charlotte,Tennessee,63,8
2001,1,2,South,13,70,Indiana St,Oklahoma,68,4
2001,1,2,South,12,86,Gonzaga,Virginia,85,5
2001,1,2,South,11,79,Temple,Texas,65,6
2001,1,2,South,9,82,Fresno St,California,70,8
2001,1,3,East,12,77,Utah St,Ohio St,68,5
2001,1,3,East,9,70,Missouri,Georgia,68,8
2001,1,4,West,15,58,Hampton,Iowa St,57,2
2001,1,4,West,13,77,Kent St,Indiana,73,4
2001,1,4,West,11,50,Georgia St,Wisconsin,49,6
2001,1,4,West,10,63,Georgetown,Arkansas,61,7
2001,1,4,West,9,66,St Josephs,Georgia Tech,62,8
2001,2,2,South,7,82,Penn St,North Carolina,74,2
2001,2,2,South,11,75,Temple,Florida,54,3
2001,2,2,South,12,85,Gonzaga,Indiana St,68,13
2001,2,3,East,6,74,USC,Boston College,71,3
2001,2,4,West,10,76,Georgetown,Hampton,57,15
2001,2,4,West,5,66,Cincinnati,Kent St,43,13
2001,3,2,South,11,84,Temple,Penn St,72,7
2001,3,3,East,6,80,USC,Kentucky,76,2
2001,3,4,West,3,76,Maryland,Georgetown,66,10
2001,4,1,Midwest,2,87,Arizona,Illinois,81,1
2001,4,4,West,3,87,Maryland,Stanford,73,1
2001,6,1,Championship,1,82,Duke,Arizona,72,2
2002,1,1,South,13,93,UNC Wilmington,USC,89,4
2002,1,1,South,10,69,Kent St,Oklahoma St,61,7
2002,1,2,West,12,93,Missouri,Miami,80,5
2002,1,2,West,11,73,Wyoming,Gonzaga,66,6
2002,1,3,East,12,71,Tulsa,Marquette,69,5
2002,1,3,East,11,76,Southern Illinois,Texas Tech,68,6
2002,1,4,Midwest,12,83,Creighton,Florida,82,5
2002,2,1,South,10,71,Kent St,Alabama,58,2
2002,2,1,South,5,76,Indiana,UNC Wilmington,67,13
2002,2,2,West,8,105,UCLA,Cincinnati,101,1
2002,2,2,West,12,83,Missouri,Ohio St,67,4
2002,2,3,East,11,77,Southern Illinois,Georgia,75,3
2002,2,4,Midwest,6,68,Texas,Mississippi St,64,3
2002,3,1,South,5,74,Indiana,Duke,73,1
2002,3,2,West,12,82,Missouri,UCLA,73,8
2002,4,2,West,2,81,Oklahoma,Missouri,75,12
2002,6,1,Championship,1,64,Maryland,Indiana,52,5
2003,1,1,Midwest,13,84,Tulsa,Dayton,71,4
2003,1,1,Midwest,9,60,Utah,Oregon,58,8
2003,1,2,West,11,79,Central Michigan,Creighton,73,6
2003,1,2,West,10,84,Arizona St,Memphis,71,7
2003,1,2,West,9,74,Gonzaga,Cincinnati,69,8
2003,1,3,South,9,80,Purdue,LSU,56,8
2003,1,4,East,12,47,Butler,Mississippi St,46,5
2003,1,4,East,10,65,Auburn,St Josephs,63,7
2003,2,1,Midwest,5,61,Wisconsin,Tulsa,60,13
2003,2,2,West,5,68,Notre Dame,Illinois,60,4
2003,2,3,South,7,68,Michigan St,Florida,46,2
2003,2,3,South,6,77,Maryland,Xavier,64,3
2003,2,3,South,5,85,Connecticut,Stanford,74,4
2003,2,4,East,10,68,Auburn,Wake Forest,62,2
2003,2,4,East,12,79,Butler,Louisville,71,4
2003,3,1,Midwest,3,77,Marquette,Pittsburgh,74,2
2003,3,4,East,3,79,Syracuse,Auburn,78,10
2003,4,1,Midwest,3,83,Marquette,Kentucky,69,1
2003,4,2,West,2,78,Kansas,Arizona,75,1
2003,4,4,East,3,63,Syracuse,Oklahoma,47,1
2003,5,1,Final Four,2,94,Kansas,Marquette,61,3
2003,5,2,Final Four,3,95,Syracuse,Texas,84,1
2003,6,1,Championship,3,81,Syracuse,Kansas,78,2
2004,1,1,Midwest,12,66,Pacific,Providence,58,5
2004,1,1,Midwest,10,72,Nevada,Michigan St,66,7
2004,1,1,Midwest,9,102,UAB,Washington,100,8
2004,1,2,East,12,75,Manhattan,Florida,60,5
2004,2,1,Midwest,9,76,UAB,Kentucky,75,1
2004,2,1,Midwest,10,91,Nevada,Gonzaga,72,2
2004,2,3,South,7,89,Xavier,Mississippi St,74,2
2004,2,3,South,5,92,Illinois,Cincinnati,68,4
2004,2,4,West,8,70,Alabama,Stanford,67,1
2004,2,4,West,6,75,Vanderbilt,NC State,73,3
2004,2,4,West,5,72,Syracuse,Maryland,70,4
2004,3,1,Midwest,4,100,Kansas,UAB,74,9
2004,3,1,Midwest,3,72,Georgia Tech,Nevada,67,10
2004,4,1,Midwest,3,79,Georgia Tech,Kansas,71,4
2004,4,2,East,2,64,Oklahoma St,St Josephs,62,1
2004,4,4,West,2,87,Connecticut,Alabama,71,8
2004,5,2,Final Four,2,79,Connecticut,Duke,78,1
2004,6,1,Championship,2,82,Connecticut,Georgia Tech,73,3
2005,1,1,Midwest,12,83,Wisconsin Milwaukee,Alabama,73,5
2005,1,1,Midwest,11,82,UAB,LSU,68,6
2005,1,1,Midwest,9,61,Nevada,Texas,57,8
2005,1,3,East,14,64,Bucknell,Kansas,63,3
2005,1,3,East,10,75,NC State,Charlotte,63,7
2005,1,3,East,9,64,Iowa St,Minnesota,53,8
2005,1,4,South,13,60,Vermont,Syracuse,57,4
2005,1,4,South,9,93,Mississippi St,Stanford,70,8
2005,2,1,Midwest,12,83,Wisconsin Milwaukee,Boston College,75,4
2005,2,2,West,7,111,West Virginia,Wake Forest,105,2
2005,2,2,West,6,71,Texas Tech,Gonzaga,69,3
2005,2,3,East,10,65,NC State,Connecticut,62,2
2005,2,3,East,6,71,Wisconsin,Bucknell,62,14
2005,2,3,East,5,76,Villanova,Florida,65,4
2005,2,4,South,6,67,Utah,Oklahoma,58,3
2005,2,4,South,5,72,Michigan St,Vermont,61,13
2005,3,1,Midwest,3,79,Arizona,Oklahoma St,78,2
2005,3,2,West,4,93,Louisville,Washington,79,1
2005,3,3,East,6,65,Wisconsin,NC State,56,10
